"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Dec 31 07:02:14 BRST 2021","Fri Dec 31 07:02:14 BRST 2021","16","","PaymentInvalidExample.OasDbPaymentInvalidExample_rhg1pnlf86k8","","PaymentInvalidExample.OasDbPaymentInvalidExample_rhg1pnlf86k8","test_1h7rh04t9427s_createcharge","test_1h7rh04t9427s_createcharge",""
"passed","Fri Dec 31 07:10:08 BRST 2021","Fri Dec 31 07:10:08 BRST 2021","12","","PaymentInvalidExample.OasDbPaymentInvalidExample_vbhwzcn01c9v","","PaymentInvalidExample.OasDbPaymentInvalidExample_vbhwzcn01c9v","test_r1fmy1udafxt_readcharge","test_r1fmy1udafxt_readcharge",""
"passed","Fri Dec 31 07:04:27 BRST 2021","Fri Dec 31 07:04:27 BRST 2021","16","","PaymentInvalidExample.OasDbPaymentInvalidExample_vbemkcgc6ste","","PaymentInvalidExample.OasDbPaymentInvalidExample_vbemkcgc6ste","test_s18uvjbqfjg2_deletecharge","test_s18uvjbqfjg2_deletecharge",""
"passed","Fri Dec 31 07:14:32 BRST 2021","Fri Dec 31 07:14:32 BRST 2021","12","","PaymentInvalidExample.OasDbPaymentInvalidExample_1iukx5hfzh8ip","","PaymentInvalidExample.OasDbPaymentInvalidExample_1iukx5hfzh8ip","test_s13ci3atjrch_deletecharge","test_s13ci3atjrch_deletecharge",""
"passed","Fri Dec 31 07:02:49 BRST 2021","Fri Dec 31 07:02:49 BRST 2021","17","","PaymentInvalidExample.OasDbPaymentInvalidExample_rhg1pnlf86k8","","PaymentInvalidExample.OasDbPaymentInvalidExample_rhg1pnlf86k8","test_rkzjqmlhv5md_updatecharge","test_rkzjqmlhv5md_updatecharge",""
"passed","Fri Dec 31 07:11:51 BRST 2021","Fri Dec 31 07:11:51 BRST 2021","12","","PaymentInvalidExample.OasDbPaymentInvalidExample_1iv6lf8xqpxyt","","PaymentInvalidExample.OasDbPaymentInvalidExample_1iv6lf8xqpxyt","test_t842z8mjb3u8_readcharge","test_t842z8mjb3u8_readcharge",""
"passed","Fri Dec 31 07:19:38 BRST 2021","Fri Dec 31 07:19:38 BRST 2021","13","","PaymentInvalidExample.OasDbPaymentInvalidExample_s1b56mcqefxs","","PaymentInvalidExample.OasDbPaymentInvalidExample_s1b56mcqefxs","test_vbf4fey6gvub_deletecharge","test_vbf4fey6gvub_deletecharge",""
"passed","Fri Dec 31 07:12:06 BRST 2021","Fri Dec 31 07:12:06 BRST 2021","10","","PaymentInvalidExample.OasDbPaymentInvalidExample_1iv6lf8xqpxyt","","PaymentInvalidExample.OasDbPaymentInvalidExample_1iv6lf8xqpxyt","test_u8ao8hhi4d9s_updatecharge","test_u8ao8hhi4d9s_updatecharge",""
"failed","Fri Dec 31 07:04:12 BRST 2021","Fri Dec 31 07:04:12 BRST 2021","15","","PaymentInvalidExample.OasDbPaymentInvalidExample_vbemkcgc6ste","","PaymentInvalidExample.OasDbPaymentInvalidExample_vbemkcgc6ste","test_qxib83lentbs_createcharge","test_qxib83lentbs_createcharge",""
"failed","Fri Dec 31 07:04:52 BRST 2021","Fri Dec 31 07:04:52 BRST 2021","16","","PaymentInvalidExample.OasDbPaymentInvalidExample_vbemkcgc6ste","","PaymentInvalidExample.OasDbPaymentInvalidExample_vbemkcgc6ste","test_ubguhrkvi88o_createcharge","test_ubguhrkvi88o_createcharge",""
"passed","Fri Dec 31 07:18:22 BRST 2021","Fri Dec 31 07:18:22 BRST 2021","14","","PaymentInvalidExample.OasDbPaymentInvalidExample_s1b56mcqefxs","","PaymentInvalidExample.OasDbPaymentInvalidExample_s1b56mcqefxs","test_1hblkkymbz7sk_deletecharge","test_1hblkkymbz7sk_deletecharge",""
"passed","Fri Dec 31 07:11:21 BRST 2021","Fri Dec 31 07:11:21 BRST 2021","12","","PaymentInvalidExample.OasDbPaymentInvalidExample_1iv6lf8xqpxyt","","PaymentInvalidExample.OasDbPaymentInvalidExample_1iv6lf8xqpxyt","test_qhted2xoqdrk_deletecharge","test_qhted2xoqdrk_deletecharge",""
