"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 31 08:05:27 BRST 2021","Fri Dec 31 08:05:27 BRST 2021","16","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_s4ulkdp2bo0x","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_s4ulkdp2bo0x","test_rhm5zszg1q28_deletecharge","test_rhm5zszg1q28_deletecharge",""
"passed","Fri Dec 31 08:03:39 BRST 2021","Fri Dec 31 08:03:39 BRST 2021","19","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1iyi9997lw5km","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1iyi9997lw5km","test_qe1letqsexd0_readcharge","test_qe1letqsexd0_readcharge",""
"passed","Fri Dec 31 08:18:38 BRST 2021","Fri Dec 31 08:18:38 BRST 2021","14","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_urp3hyvulh6f","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_urp3hyvulh6f","test_qhkjk1xjle7q_updatecharge","test_qhkjk1xjle7q_updatecharge",""
"passed","Fri Dec 31 08:14:34 BRST 2021","Fri Dec 31 08:14:34 BRST 2021","13","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_qxtv30ic6f5h","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_qxtv30ic6f5h","test_to7u6h8n5obp_readcharge","test_to7u6h8n5obp_readcharge",""
"passed","Fri Dec 31 08:10:25 BRST 2021","Fri Dec 31 08:10:25 BRST 2021","17","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1h7zrjhuo8je8","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1h7zrjhuo8je8","test_vf6zbfj5k75f_updatecharge","test_vf6zbfj5k75f_updatecharge",""
"failed","Fri Dec 31 08:08:32 BRST 2021","Fri Dec 31 08:08:32 BRST 2021","15","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1jy4z0xgg00mu","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1jy4z0xgg00mu","test_qxntoi89lhki_createcharge","test_qxntoi89lhki_createcharge",""
"failed","Fri Dec 31 08:06:29 BRST 2021","Fri Dec 31 08:06:29 BRST 2021","16","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1iukdc9pgnj8z","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1iukdc9pgnj8z","test_1iyc6mb34awxe_updatecharge","test_1iyc6mb34awxe_updatecharge",""
"passed","Fri Dec 31 08:04:30 BRST 2021","Fri Dec 31 08:04:30 BRST 2021","15","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1iyi9997lw5km","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1iyi9997lw5km","test_uvjqhve1ewj9_deletecharge","test_uvjqhve1ewj9_deletecharge",""
"failed","Fri Dec 31 08:03:29 BRST 2021","Fri Dec 31 08:03:29 BRST 2021","19","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1iyi9997lw5km","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1iyi9997lw5km","test_1jyda9o0m7vq9_createcharge","test_1jyda9o0m7vq9_createcharge",""
"failed","Fri Dec 31 08:05:12 BRST 2021","Fri Dec 31 08:05:12 BRST 2021","18","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_s4ulkdp2bo0x","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_s4ulkdp2bo0x","test_r1if3utpbnfm_createcharge","test_r1if3utpbnfm_createcharge",""
